F1_in_air_time,F2_on_paper_time,F3_total_time,F4_stroke_count,duty_cycle,path_length,median_acceleration,median_speed,p95_speed,stop_ratio,straightness,dominant_angle,direction_concentration,mean_pressure,width,height,aspect_ratio,ink_density,mean_slant,std_slant,abs_mean_slant,pen_up_path_length,median_pen_up_speed,p95_pen_up_speed,pen_up_ratio,id
8929,14602,23531,34,0.6205431133398496,232760.23522338274,-0.028627805135576168,9.438306662376533,18.830928713173083,0.03486529318541997,0.12828470363394173,-58.65358506747677,87.92988029114848,461.2340425531915,3349,32927,0.10170984298599933,0.0025040290661946262,-25.654798039238294,105.28441626570161,90.33612294608326,94657.45060600381,6.562202374203344,25.57375009718521,0.4066736335575531,u00001s00001_hw00007
10505,14278,24783,57,0.5761207279183311,138499.10555245524,-0.004766294724143361,5.516397373347484,13.805286632156273,0.06304347826086956,0.2469045356606212,-78.3590590561054,122.17059196215614,727.4406958355298,2756,34326,0.08028899376565868,0.001927188800064465,4.827209222126709,113.62220836819847,95.14086397265298,56366.35056345853,4.2463219378657575,15.114665891113836,0.406979888704843,u00002s00001_hw00007
11596,14683,26279,42,0.5587351116861372,186809.5092733347,-0.069867510233518,7.1556358906808555,16.36993055121498,0.042475091767173574,0.17458402923486874,-76.91281536436978,32.101587908915654,534.5890200102617,3792,33146,0.11440294454836179,0.001949466517222842,-11.192119924017382,107.25878643023579,91.73575248197344,77629.02617289833,5.053349913400112,16.43593264589934,0.415551791099208,u00003s00001_hw00007
11995,13623,25618,39,0.5317745335311109,190832.86035757622,-0.05357142857142855,6.490377492873585,14.795476168466683,0.05251270468661773,0.15524658469110808,-35.35343074904513,27.436299564357387,543.0193370165746,15629,30810,0.5072703667640377,0.0006899486106896459,-11.172884188266138,111.62524928903962,93.82713074966165,99125.66843307957,3.3624577988399484,23.00665387336845,0.5194371045287547,u00004s00001_hw00007
11153,17305,28458,39,0.6080891137817134,219072.43097232317,-0.017723350061226606,6.715045506726617,15.619298905179546,0.05530973451327434,0.04574387515126107,-84.0692328905913,47.404041065057925,555.5511091779034,4015,34705,0.11568938193343899,0.0021092105664675567,-13.610653333774163,108.50987359505999,91.95699514507378,99655.22996843164,4.989785484735137,17.25769755790152,0.45489626205417755,u00005s00001_hw00007
8634,14640,23274,36,0.6290281000257798,245070.9664166973,-0.0834846965994469,10.186541365939668,20.252108709840243,0.035430988894764676,0.080179475610682,-61.8897020494051,34.22874520049688,640.7223663725999,4352,34272,0.12698412698412698,0.0021049487148854114,-12.23792791552663,102.30391099323849,86.77715790158693,94520.65427703946,6.340668863192042,27.325110490545274,0.38568687127272666,u00006s00001_hw00007
9453,13395,22848,34,0.586265756302521,140316.4679358,-0.0892857142857143,5.456021864408854,15.637223062021071,0.03951890034364261,0.22971487504572963,-86.03606367066767,107.19360960232677,484.82696629213484,3378,32502,0.10393206571903267,0.0018043537731881267,-26.177156751251147,105.40924212836161,91.72204285651594,56603.86589191516,5.316542376456494,21.15733456817789,0.40340144478133194,u00007s00001_hw00007
15303,17822,33125,43,0.5380226415094339,177556.2862264472,-0.06919713989809662,5.056141899511436,11.71552413876589,0.06970740103270223,0.20398404576742266,-73.96224106185542,111.84147487903226,457.3405154203633,2073,36264,0.05716412971542025,0.0028682848986705347,-24.594590118159648,102.26186653251317,87.47913044389846,84714.06589546002,3.534424558999925,17.34894050500156,0.47711104853488295,u00008s00001_hw00007
13074,13025,26099,66,0.4990612667151998,165802.8481648151,-0.11208073645272765,5.8901508937395155,13.666122083446671,0.052315093205051115,0.14350153389202697,-58.05988793175753,76.83776852536886,324.8241758241758,3707,27571,0.13445286714301258,0.002330047189387965,-18.966524365034022,112.26733237141019,96.37643276509961,87458.30209027548,4.705382556179678,16.12366166275615,0.5274837136895151,u00009s00001_hw00007
5624,13386,19010,33,0.7041557075223567,180094.43983776012,-0.09461224881732111,8.89961375566378,22.28754571229302,0.035611717403790925,0.1918937824312355,-73.48593124253198,41.5071273037444,299.1815107102593,3171,35276,0.0898911441206486,0.002121986380995673,20.929106202416886,109.66263033056713,94.33479102588781,50529.61752360509,7.874999000187648,26.84916571851521,0.2805728903631073,u00010s00001_hw00007
8548,13790,22338,36,0.6173336914674545,149333.4458330503,-0.045009496576176033,6.285714285714286,14.355422750159345,0.07957707289927657,0.2241269917931796,-63.4359697111311,56.99538020391213,401.94817239498093,2457,33504,0.07333452722063037,0.0027066362683800067,-6.343051287452372,109.10447562325948,89.33081351503589,60693.73519973643,6.18465843842649,20.735819262286217,0.40643095631497017,u00011s00001_hw00007
7299,16760,24059,34,0.6966208071823434,190279.50325385516,-0.05785891377409769,7.2424529684354875,16.145888897856334,0.04240766073871409,0.1511251878024605,-74.15352230991057,85.14461940573446,547.2478670857656,3766,30577,0.1231644700264905,0.002044500024356725,2.157776208449938,110.2185824154058,91.91226928562288,66028.74199252005,6.443261984429936,22.494109525111387,0.3470092199285909,u00012s00001_hw00007
9203,20960,30163,23,0.694891091734907,164692.46297531234,-0.06257584737503485,5.375,10.624681026689945,0.05611875452570601,0.2137375688766986,-66.41144197496888,77.52151175984135,429.3271095152603,2461,35383,0.06955317525365289,0.002764507430907376,-24.046801289995276,101.89001559370004,85.22593285934056,52266.881982285224,2.956412346355875,17.625046923322415,0.31736049748749046,u00013s00001_hw00007
10574,14042,24616,40,0.5704419889502762,196736.8394158383,-0.0892857142857143,6.793788632960919,19.2365274564936,0.0312157721796276,0.028535018653664045,-73.81002670497054,58.83505920329503,430.2041800643087,3816,31759,0.1201549167165213,0.0022404083741765558,-10.952223284819835,109.4673763075676,90.96765079817553,88680.16786712913,5.984314486506351,21.563852416914745,0.4507552735443097,u00014s00001_hw00007
11729,16414,28143,43,0.5832356180933091,138230.45889955366,-0.09225567887090769,5.713741577649467,10.339343928542009,0.05612722170252572,0.2434506987551826,-57.59765014809774,64.92091687035118,467.888583218707,1734,33651,0.0515289293037354,0.002750889009023009,-13.164090765252661,105.72362846846526,87.98682850676761,47729.94540661914,4.7909419741842,16.85723365454413,0.3452925338351261,u00015s00001_hw00007
10453,16752,27205,37,0.6157691600808675,141243.83946849548,-0.04181756208353038,4.410099725838037,11.985394445602155,0.0858839652809502,0.24895146181066133,-52.95361660976961,57.165860486475964,490.99730458221023,2366,35147,0.06731726747659829,0.002255420812509797,-5.76873186642426,101.31511357979181,81.57041426884659,60031.61078808526,3.8597874531732277,14.84550777888339,0.4250210912843058,u00016s00001_hw00007
28107,17555,45662,63,0.3844553458017608,235841.5331173009,-0.01785714285714282,5.625,11.303415972441309,0.10454344949272165,0.04049056328884342,-31.85633644777661,54.46883032151291,455.3343347639485,2833,24233,0.11690669747864482,0.004296676772717913,-3.0203170359885267,104.76239289652358,85.82102505401015,142160.83516013948,2.923499005473592,15.152770782847458,0.6027811695467258,u00017s00001_hw00007
