path_length,mean_speed,std_speed,straightness,direction_variance,bbox_area,sample_id
16.221256,0.08151385,0.03889018,0.04466119,3.1673615,0.47448596,u00001s00001_hw00003
16.043842,0.08062232,0.041300062,0.048268657,3.1826136,0.4842613,u00002s00001_hw00003
14.49416,0.072834976,0.039443772,0.040971708,2.982274,0.38307834,u00003s00001_hw00003
14.74567,0.07409885,0.03829349,0.046632465,3.038392,0.43013343,u00004s00001_hw00003
15.01878,0.07547125,0.041422218,0.042835664,3.1246607,0.37725002,u00005s00001_hw00003
14.239245,0.071554,0.037794333,0.049151957,3.0039012,0.39526713,u00006s00001_hw00003
15.017914,0.0754669,0.041283146,0.042996086,2.865516,0.4105588,u00007s00001_hw00003
14.671891,0.0737281,0.039436687,0.044904087,3.1458464,0.4223747,u00008s00001_hw00003
17.4991,0.08793517,0.052544482,0.031738855,3.2496636,0.4240486,u00009s00001_hw00003
17.799261,0.08944352,0.04881339,0.031172233,3.3246617,0.44502497,u00010s00001_hw00003
16.63999,0.08361804,0.048247054,0.037367363,2.99092,0.40158072,u00011s00001_hw00003
14.308612,0.07190257,0.03791377,0.05085727,3.0416996,0.44415984,u00012s00001_hw00003
16.171135,0.081261985,0.043269463,0.038825158,3.00288,0.40952745,u00013s00001_hw00003
16.48156,0.082821906,0.04503043,0.036341444,2.9042954,0.4138766,u00014s00001_hw00003
15.658717,0.07868702,0.044320572,0.039774865,3.0903013,0.40207285,u00015s00001_hw00003
14.601236,0.07337305,0.03600029,0.044434734,3.001498,0.41062358,u00016s00001_hw00003
15.142019,0.07609055,0.042923417,0.041024797,3.154871,0.39989635,u00017s00001_hw00003
15.015207,0.075453304,0.03605182,0.04813837,3.1563947,0.4406625,u00018s00001_hw00003
20.10362,0.10102322,0.056581326,0.027048819,3.1051774,0.49758708,u00019s00001_hw00003
14.666942,0.07370322,0.0383285,0.04502692,3.231969,0.3988501,u00020s00001_hw00003
19.778408,0.09938899,0.055111285,0.026270583,3.198801,0.501946,u00021s00001_hw00003
15.105227,0.075905666,0.042202756,0.04308348,3.0512934,0.38260698,u00022s00001_hw00003
15.561461,0.0781983,0.043195438,0.040417127,3.048293,0.3870977,u00023s00001_hw00003
11.6807575,0.058697276,0.03190751,0.058907695,3.0356474,0.37587702,u00024s00001_hw00003
16.084442,0.08082634,0.04041192,0.0398694,3.0695736,0.4169165,u00025s00001_hw00003
14.585569,0.07329432,0.039760478,0.041807026,3.0379093,0.38448867,u00026s00001_hw00003
14.773214,0.07423726,0.03959918,0.041354883,2.9038625,0.38405505,u00027s00001_hw00003
14.008076,0.07039234,0.035692718,0.048547387,3.087581,0.42847458,u00028s00001_hw00003
14.634943,0.07354242,0.039909307,0.042343713,2.968518,0.38012567,u00029s00001_hw00003
18.528515,0.09310812,0.052616082,0.030237403,2.967267,0.4190591,u00030s00001_hw00003
14.043058,0.07056813,0.03857484,0.043714922,3.051947,0.39646667,u00031s00001_hw00003
16.805561,0.08445006,0.04674398,0.03433387,3.1530662,0.4171616,u00032s00001_hw00003
14.69515,0.07384498,0.03977694,0.04366428,2.937382,0.40269074,u00033s00001_hw00003
17.606146,0.0884731,0.05008644,0.029852469,3.1948106,0.44522154,u00034s00001_hw00003
16.368229,0.082252406,0.047332138,0.03652132,3.0500827,0.42675015,u00035s00001_hw00003
